H3402;-14.432240261154341;16.486555002395793;06:00;REST;dormir;chambre
H3403;-14.432364313319516;16.486518352338898;00:00;REST;dormir;chambre
H3403;-14.432364313319516;16.486518352338898;06:30;REST;dormir;chambre
H3404;-14.4324461206933;16.486603226144368;02:00;REST;dormir;chambre
H3405;-14.432259036617177;16.486666881474054;02:00;REST;dormir;chambre
H3406;-14.432380406573369;16.48671832010903;00:00;REST;dormir;chambre
H3501;-14.429100735547197;16.487808172974912;22:00;REST;dormir;chambre
H3502;-14.433726204927396;16.486151851387966;00:00;REST;dormir;chambre
H3503;-14.433056323237398;16.4879714896426;06:00;FEED;Petit déjeuner;chambre
H3503;-14.433056323237398;16.4879714896426;23:00;REST;dormir;chambre
H3505;-14.43401655404537;16.482068855290365;23:30;REST;dormir;chambre
H4101;-14.429283153896858;16.48801633935489;05:00;WANDER;priére+ wird+ reciter coran;chambre
H4101;-14.429283153896858;16.48801633935489;06:00;REST;dormir;chambre
H4101;-14.429283153896858;16.48801633935489;07:00;FEED;petit dejeuner;chambre
H4101;-14.429283153896858;16.48801633935489;08:00;STILL;lecture coran;chambre
H4101;-14.429283153896858;16.48801633935489;09:00;REST;repos;chambre
H4101;-14.429283153896858;16.48801633935489;11:00;WANDER;priére+ lire coran;chambre
H4103;-14.429521376845246;16.48779669103979;22:00;REST;dormir;chambre
H4104;-14.42951855051249;16.487760496206256;00:00;REST;dormir;chambre
H4104;-14.42951855051249;16.487760496206256;15:00;REST;dormir;chambre
H4110;-14.42927169671154;16.48769940486903;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4110;-14.42927169671154;16.48769940486903;16:00;REST;dormir;chambre
H4202;-14.429702973232473;16.488092646829067;06:00;REST;Dormir;chambre
H4202;-14.429702973232473;16.488092646829067;23:00;REST;dormir;chambre
H4203;-14.429713573070103;16.488085664887393;22:00;REST;dormir;chambre
H4204;-14.42961858213146;16.48811218724014;04:00;REST;Dormir;chambre
H4204;-14.42961858213146;16.48811218724014;15:00;REST;Dormir;chambre
H4204;-14.42961858213146;16.48811218724014;22:00;FEED;diner;chambre
H4204;-14.42961858213146;16.48811218724014;23:00;WANDER;repos;chambre
H4207;-14.429786191409969;16.48779963920944;00:00;REST;dormir;chambre
H4208;-14.429889962813492;16.488011606868877;23:00;REST;Dormir;chambre
H4209;-14.429890013880994;16.488003239513244;06:00;REST;Dormir;chambre
H4209;-14.429890013880994;16.488003239513244;23:00;REST;dormir;chambre
H4210;-14.429898922876674;16.487969765850536;06:00;REST;Dormir;chambre
H4501;-14.430313481574439;16.48788619435859;00:00;REST;dormir;chambre
H4502;-14.43047614571141;16.488142650203947;00:00;REST;dormir;chambre
H4504;-14.430179486259208;16.48796997915355;00:00;REST;dormir;chambre
H4505;-14.430164776308587;16.488011912143513;00:00;REST;dormir;chambre
H4508;-14.43012703488962;16.487958863502126;00:00;REST;dormir;chambre
H4508;-14.43012703488962;16.487958863502126;22:00;STILL;reviser;chambre
H4509;-14.43012703488962;16.487958863502126;00:00;REST;dormir;chambre
H4509;-14.43012703488962;16.487958863502126;22:00;STILL;reviser;chambre
H4510;-14.43012703488962;16.487958863502126;00:00;REST;dormir;chambre
H4510;-14.43012703488962;16.487958863502126;22:00;STILL;reviser;chambre
H4511;-14.430079843390775;16.487869309772172;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4511;-14.430079843390775;16.487869309772172;16:00;REST;dormir;chambre
H4513;-14.430079535815883;16.48808146358856;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4513;-14.430079535815883;16.48808146358856;16:00;REST;dormir;chambre
H4514;-14.43007064719054;16.488117780577852;23:00;REST;dormir;chambre
H4515;-14.430023492177867;16.488106863356023;23:00;REST;dormir;chambre
H4517;-14.430023492177867;16.488106863356023;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4517;-14.430041318920935;16.488048167169534;16:00;REST;dormir;chambre
H4524;-14.430038577436285;16.48800626712639;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4525;-14.430050426268341;16.48797548618588;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4526;-14.43005357297788;16.487941892366536;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4527;-14.430050426268341;16.48797548618588;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4527;-14.430050426268341;16.48797548618588;16:00;REST;dormir;chambre
H4528;-14.43005357297788;16.487941892366536;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H4528;-14.43005357297788;16.487941892366536;16:00;REST;dormir;chambre
H4601;-14.430786458859137;16.488466660544717;22:00;REST;dormir;chambre
H4602;-14.430786458859137;16.488466660544717;23:00;REST;Dormir;chambre
H4603;-14.430786458859137;16.488466660544717;21:00;REST;Dormir;chambre
H4604;-14.430845769791532;16.488340586616193;23:00;REST;dormir;chambre
H4605;-14.43094181665663;16.488319035374868;06:00;WANDER;priere;chambre
H4605;-14.43094181665663;16.488319035374868;07:00;FEED;petit déjeuner;Chambre
H4605;-14.430936329185666;16.488335646727954;21:00;REST;Dormir;Chambre
H4606;-14.43094181665663;16.488319035374868;06:00;WANDER;priere;chambre
H4606;-14.43094181665663;16.488319035374868;07:00;FEED;petit déjeuner;Chambre
H4607;-14.430906857527928;16.48840893536384;23:00;REST;Dormir;Chambre
H4706;-14.4314454373151;16.487999153382354;09:00;WANDER;coudre;chambre
H4708;-14.431111499131529;16.488185732856017;15:00;REST;dormir;chambre
H4708;-14.431111499131529;16.488185732856017;23:00;REST;dormir;chambre
H4711;-14.431105691127357;16.488202460707605;23:00;REST;dormir;chambre
H4712;-14.431305896050532;16.48805490580364;07:30;REST;Dormir;chambre
H4712;-14.431305896050532;16.48805490580364;15:00;REST;Dormir;chambre
H4712;-14.431305896050532;16.48805490580364;17:00;STILL;se connecter;chambre
H4712;-14.431305896050532;16.48805490580364;23:00;REST;dormir;chambre
H4714;-14.43164662487112;16.488149474021572;22:00;REST;dormir;chambre
H4715;-14.43139310947699;16.48806884278311;23:00;REST;dormir;chambre
H4801;-14.432430513890921;16.48828564660158;22:00;REST;Dormir;chambre
H4802;-14.43252318292552;16.4882191485467;22:00;REST;Dormir;chambre
H4803;-14.432465318919142;16.488305078417763;00:00;REST;Dormir;chambre
H4806;-14.432352219465074;16.48834671403975;22:00;REST;Dormir;chambre
H4807;-14.432352219465074;16.48834671403975;15:00;REST;dormir;chambre
H4807;-14.432352219465074;16.48834671403975;22:00;REST;Dormir;chambre
H4808;-14.432352219465074;16.48834671403975;15:00;REST;dormir;chambre
H4808;-14.432352219465074;16.48834671403975;22:00;REST;Dormir;chambre
H4809;-14.432352219465074;16.48834671403975;15:00;REST;dormir;chambre
H4809;-14.432352219465074;16.48834671403975;22:00;REST;Dormir;chambre
H4810;-14.432340608775982;16.488377280550388;01:00;REST;Dormir;chambre
H4811;-14.432340608775982;16.488377280550388;01:00;REST;Dormir;chambre
H4812;-14.432340608775982;16.488377280550388;01:00;REST;Dormir;chambre
H4814;-14.432340608775982;16.488377280550388;15:00;REST;dormir;chambre
H4814;-14.432340608775982;16.488377280550388;22:00;REST;Dormir;chambre
H4901;-14.432423011541808;16.48797275941812;23:00;REST;Dormir;chambre
H4903;-14.432626017175041;16.48792546063607;23:00;REST;Dormir;chambre
H4904;-14.432628906813306;16.487897657869222;23:00;REST;Dormir;chambre
H4905;-14.432628906813306;16.487897657869222;06:00;WANDER;preparatif Apprendre le coran;chambre
H4905;-14.432628906813306;16.487897657869222;23:00;REST;Dormir;chambre
H4906;-14.43249571151426;16.4876090060787;21:00;REST;Dormir;chambre
H4907;-14.43249571151426;16.4876090060787;21:00;REST;Dormir;chambre
H5002;-14.432811102129993;16.487675819402348;05:00;STILL;Priére+ wird;chambre
H5002;-14.432811102129993;16.487675819402348;22:00;REST;Dormir;chambre
H5003;-14.432819790055277;16.487656384302937;05:00;WANDER;Priére+ préparatif Apprendre le coran;chambre
H5003;-14.432819790055277;16.487656384302937;15:00;REST;Réviser;chambre
H5101;-14.433065914703677;16.487983773336587;22:00;REST;dormir;chambre
H5102;-14.433314839093866;16.488225235620064;22:00;REST;dormir;chambre
H5107;-14.433170053424336;16.487981085315738;15:00;REST;Dormir;chambre
H5107;-14.433170053424336;16.487981085315738;23:00;REST;dormir;chambre
H5201;-14.433914567950323;16.488161233737173;22:00;REST;Dormir;Chambre
H5202;-14.433914567950323;16.488161233737173;00:00;REST;Dormir;chambre
H5203;-14.433779982999058;16.48837429183821;15:00;REST;Dormir;chambre
H5203;-14.433779982999058;16.48837429183821;23:00;REST;Dormir;chambre
H5204;-14.433876374687392;16.488166822676018;19:00;STILL;reviser;chambre
H5204;-14.433855780941277;16.488152797877188;21:00;REST;Dormir;chambre
H5205;-14.433639303656165;16.488373798591642;22:00;REST;Dormir;Chambre
H5206;-14.43366673559084;16.48808676158141;23:00;REST;Dormir;Chambre
H5209;-14.433625652896353;16.488075724011292;23:00;REST;Dormir;Chambre
H5210;-14.433625652896353;16.488075724011292;23:00;REST;Dormir;Chambre
H5211;-14.433665643183204;16.488373896070442;00:00;REST;Dormir;chambre
H5211;-14.433665643183204;16.488373896070442;19:00;STILL;reviser;chambre
H5301;-14.432728968882103;16.488558759094992;22:00;REST;Dormir;chambre
H5302;-14.432728968882103;16.488558759094992;22:00;REST;Dormir;chambre
H5303;-14.432728968882103;16.488558759094992;22:00;STILL;Dimanche regarder la télé;Chambre
H5304;-14.432757361255431;16.488624396667824;23:00;REST;Dormir;chambre
H5305;-14.432954569262247;16.48874459418101;23:00;REST;Dormir;chambre
H5307;-14.432870538854496;16.48874942960754;06:00;WANDER;Prière + Préparatif;Chambre
H5307;-14.432870538854496;16.48874942960754;19:00;STILL;Regarder la télé;Chambre
H5307;-14.432870538854496;16.48874942960754;20:00;STILL;Réviser;Chambre
H5308;-14.432757361255431;16.488624396667824;23:00;REST;Dormir;chambre
H5309;-14.432757361255431;16.488624396667824;23:00;REST;Dormir;chambre
H5311;-14.43301704172697;16.4883619349714;22:00;REST;Dormir;chambre
H5312;-14.43301704172697;16.4883619349714;00:00;REST;Dormir;chambre
H5313;-14.433265918588416;16.48837524421428;22:00;REST;Dormir;Chambre
H5315;-14.43326595449209;16.48838908362402;01:00;REST;dormir;chambre
H5316;-14.433054519927314;16.488364774333235;06:00;STILL;Prière;Chambre
H5316;-14.433054519927314;16.488364774333235;07:00;FEED;Petit déjeuner;Chambre
H5316;-14.433054519927314;16.488364774333235;22:00;REST;Dormir;chambre
H5317;-14.43303722278749;16.48836197184465;21:00;REST;Dormir;chambre
H5401;-14.432491273826987;16.488961640649975;15:00;REST;dormir;chambre
H5501;-14.430393592645991;16.488574237317835;05:30;REST;Dormir;chambre
H5501;-14.430393592645991;16.488574237317835;22:00;REST;dormir;chambre
H5502;-14.430390526661613;16.48861047395456;22:00;REST;dormir;chambre
H5505;-14.43027731481104;16.48843767187316;06:00;WANDER;priére+ prepa+ petit dej;chambre
H5505;-14.43027731481104;16.48843767187316;20:00;STILL;reviser;chambre
H5505;-14.43027731481104;16.48843767187316;22:00;REST;dormir;chambre
H5509;-14.430245365938559;16.488432093169877;00:00;REST;dormir;chambre
H5601;-14.43133812878254;16.48882218252479;22:00;REST;Dormir;chambre
H5602;-14.431343976932625;16.488811031085657;00:00;REST;Dormir;Chambre
H5603;-14.430885155619054;16.489039195548177;23:00;REST;Dormir;Chambre
H5604;-14.430914130390397;16.48905031657123;00:00;REST;Dormir;chambre
H5605;-14.430951805539085;16.489050326895807;06:00;WANDER;préparation pour Apprendre le coran;chambre
H5605;-14.430951805539085;16.489050326895807;15:00;REST;Dormir;chambre
H5605;-14.430951805539085;16.489050326895807;16:00;STILL;reviser;chambre
H5605;-14.43098078477615;16.489055884308723;22:00;REST;Dormir;Chambre
H5606;-14.43098078477615;16.489055884308723;15:00;REST;Dormir;chambre
H5606;-14.43098078477615;16.489055884308723;21:00;STILL;réviser;chambre
H5606;-14.43098078477615;16.489055884308723;23:00;REST;Dormir;Chambre
H5701;-14.431845506161578;16.488273788053615;05:00;STILL;Priére;Chambre
H5702;-14.431842660095784;16.488449235909357;06:00;WANDER;Préparatifs du matin;chambre
H5702;-14.431842660095784;16.488449235909357;22:00;REST;Dormir;chambre
H5704;-14.431819504911749;16.488429687184773;22:00;REST;Dormir;chambre
H5705;-14.43188618208556;16.488284923326358;18:00;STILL;Regarder la télé;Chambre
H5705;-14.43188618208556;16.488284923326358;22:00;REST;Dormir;chambre
H5706;-14.43188618208556;16.488284923326358;15:00;REST;Dormir;chambre
H5706;-14.43188618208556;16.488284923326358;18:00;STILL;Regarder la télé;Chambre
H5706;-14.43188618208556;16.488284923326358;22:00;REST;Dormir;chambre
H5707;-14.431819504911749;16.488429687184773;19:00;REST;Dormir;chambre
H5802;-14.432028178981911;16.488767157725498;05:00;STILL;Priére;chambre
H5802;-14.432028178981911;16.488767157725498;06:00;REST;Dormir;chambre
H5803;-14.432024934989466;16.488792293960707;00:00;REST;Dormir;chambre
H5804;-14.432024934989466;16.488792293960707;00:00;REST;Dormir;chambre
H5804;-14.432024934989466;16.488792293960707;06:00;WANDER;Priére+ préparatif;chambre
H5805;-14.432024934989466;16.488792293960707;00:00;REST;Dormir;chambre
H5805;-14.432024934989466;16.488792293960707;06:00;WANDER;Priére+ préparatif;chambre
H5806;-14.432024934989466;16.488792293960707;19:00;REST;Dormir;chambre
H5901;-14.43190844698527;16.489147969356278;03:00;REST;Dormir;chambre
H5901;-14.43190844698527;16.489147969356278;23:00;REST;Dormir;chambre
H5902;-14.431707134938272;16.48937699647913;11:00;WANDER;Rédiger + Wird;Chambre
H5902;-14.431707134938272;16.48937699647913;22:00;REST;Dormir;chambre
H5903;-14.431793709692673;16.48939675005724;23:00;REST;Dormir;chambre
H6101;-14.431612026046263;16.487811339755783;06:00;STILL;priére+ wird;chambre
H6101;-14.431612026046263;16.487811339755783;21:00;REST;Dormir;chambre
H6103;-14.431655585675628;16.487841916885174;15:00;REST;Dormir;chambre
H6103;-14.431655585675628;16.487841916885174;23:00;REST;Dormir;Chambre
H6104;-14.431652679490245;16.48784191689807;06:30;WANDER;priére;chambre
H6105;-14.431609127322895;16.487841917123358;00:00;REST;dormir;chambre
H6105;-14.431609127322895;16.487841917123358;06:00;WANDER;priére+ préparatif Apprendre le coran;chambre
H6105;-14.431609127322895;16.487841917123358;15:00;REST;Dormir;chambre
H6105;-14.431609127322895;16.487841917123358;17:00;STILL;reviser;chambre
H6106;-14.431655585675628;16.487841916885174;07:00;WANDER;priére+ préparatifs Apprendre le coran;chambre
H6106;-14.431655585675628;16.487841916885174;17:00;STILL;reviser;chambre
H6106;-14.431655585675628;16.487841916885174;21:30;REST;dormir;chambre
H6107;-14.431562660738017;16.487215082556965;00:00;REST;dormir;chambre
H6107;-14.431562660738017;16.487215082556965;06:30;WANDER;reveiller les enfants;chambre
H6107;-14.431562660738017;16.487215082556965;07:30;REST;Dormir;chambre
H6108;-14.431562660738017;16.487215082556965;00:00;REST;dormir;chambre
H6112;-14.431577476623106;16.487214919243137;15:00;REST;Dormir;chambre
H6112;-14.431577476623106;16.487214919243137;23:00;REST;dormir;chambre
H6113;-14.431664826397478;16.487342346933737;15:00;REST;repos;chambre
H6113;-14.431664826397478;16.487342346933737;23:00;REST;dormir;chambre
H6116;-14.4317436955302;16.487442071212765;00:00;REST;dormir;chambre
H6119;-14.43175255817052;16.487469795591593;06:10;REST;dormir;chambre
H6119;-14.43175255817052;16.487469795591593;21:00;REST;dormir;chambre
H6120;-14.4317436955302;16.487442071212765;05:30;REST;dormir;chambre
H6120;-14.4317436955302;16.487442071212765;11:30;STILL;connecter;chambre
H6121;-14.431685284434483;16.487375588618814;15:00;REST;Dormir;chambre
H6121;-14.431685284434483;16.487375588618814;23:00;REST;dormir;chambre
H6122;-14.43175255817052;16.487469795591593;15:00;REST;Dormir;chambre
H6122;-14.43175255817052;16.487469795591593;23:00;REST;dormir;chambre
H6123;-14.43175255817052;16.487469795591593;15:00;REST;Dormir;chambre
H6123;-14.43175255817052;16.487469795591593;23:00;REST;dormir;chambre
H6201;-14.432269235871216;16.489404752018384;05:00;STILL;Priére+ wird;chambre
H6203;-14.432364976509643;16.48941867708486;15:00;REST;Dormir;chambre
H6204;-14.432289593452733;16.48941030649092;07:00;WANDER;Préparatif pour l'Apprendre le coran;chambre
H6205;-14.432301193900232;16.48940474287641;07:00;WANDER;Préparatif pour l'Apprendre le coran;chambre
H6206;-14.432301193900232;16.48940474287641;07:00;WANDER;Préparatif pour l'Apprendre le coran;chambre
H6207;-14.4322837827822;16.489410308125912;07:00;WANDER;Préparatif pour l'Apprendre le coran;chambre
H6302;-14.432875379587307;16.489076788640237;05:00;STILL;Prière du matin;Chambre
H6305;-14.432852088908762;16.489076809650985;05:00;WANDER;Prière + révision coranique;Chambre
H6401;-14.433638807507476;16.489245229368333;00:00;REST;dormir;chambre
H6401;-14.433638807507476;16.489245229368333;18:00;STILL;Regarder la télé;Chambre
H6401;-14.433638807507476;16.489245229368333;21:00;STILL;Regarder la télé;Chambre
