identifiant personne;X;Y;Début;DESIRE;Nature activité;Lieu;lieu3
903;-14.4312777;16.4850227;09:30;WANDER;préparer dejeuner; cuiisine;
903;-14.43119857;16.48488253;14:00;FEED;déjeuner ; Cour;
903;-14.43119857;16.48488253;15:00;REST;repos; cour;
903;-14.4312777;16.4850227;17:00;WANDER;preparatif diner; cuisine;
903;-14.43119857;16.48488253;21:00;FEED;diner; cour;
903;-14.43119857;16.48488253;22:00;STILL;palabrer; cour;
1001;-14.42480244;16.43474104;00:00;REST;Dormir ; TC; chambre
1001;-14.42480244;16.43474104;06:00;STILL;priére; maison Diery Diouga;
1001;-14.43188262;16.48489477;08:30;WANDER;aller à l'atelier; atelier (408);
1001;-14.42480244;16.43474104;18:00;WANDER;retour chez lui et repos; maison;
1002;-14.42581393;16.48838628;00:00;REST;Dormir ; TC; chambre
1002;-14.42589861;16.48854176;06:00;STILL;priére; maison143;
1002;-14.43182361;16.48470444;07:30;WANDER;aller au travail; atelier (403);
1002;-14.42589861;16.48854176;18:30;REST;repos; maison 143;
1003;-14.43213792;16.4856783;00:00;REST;Dormir ; TC; chambre
1003;-14.43221638;16.48559085;07:00;FEED;dejeuner; cour;
1003;-14.43221638;16.48559085;07:00;STILL;priére ; cour;
1003;-14.43182361;16.48470444;09:00;WANDER;aller au travail; atelier (403);
1003;-14.43223784;16.48568216;20:00;REST;repos; maison 15;
1004;-14.42480244;16.43474104;08:00;STILL;Prière ; Maison Diery Diouga;
1004;-14.42480244;16.43474104;08:00;FEED; Petit déj ; Maison Diery Diouga;
1004;-14.43182361;16.48470444;09:00;;aller travailler; atelier (403);
1004;-14.43183349;16.48471639;09:00;WANDER;aller au travail; atelier  ;
1004;-14.42480244;16.43474104;18:00;REST;repos; maison;
1004;-14.42480244;16.43474104;20:00;WANDER;rendre visite à ses amis; village;
1004;-14.42480244;16.43474104;23:00;REST;Dormir ; TC; chambre
1005;-14.43182361;16.48470444;08:00;WANDER;aller travailler; atelier (403);
1005;-14.43485924;16.49070209;18:00;REST;repos; maison 432;
1006;-14.42853333;16.48657252;08:00;STILL;priére ; maison 374;
1006;-14.42853333;16.48657252;08:00;FEED;petit dejeuné;maison 374;
1006;-14.43182361;16.48470444;09:00;WANDER;aller au travail; atelier (403);
1006;-14.42853333;16.48657252;18:30;WANDER;visiter ses amis; maison 374;
1006;-14.42840022;16.48650931;23:00;REST;Dormir ; TC; chambre
1007;-14.43182361;16.48470444;07:00;WANDER;aller au travail; atelier (403);
1007;-14.43151247;16.4859364;18:30;REST;repos ; maison 17;
1008;-14.43183349;16.48471639;07:30;WANDER;aller au travail; atelier;
1008;-14.43183349;16.48471639;16:00;WANDER;revenir du travail; atelier;
1101;-14.42500915;16.43420027;00:00;REST;dormir ; TC; chambre
1101;-14.42500915;16.43420027;06:00;FEED;petit dejeuner; cour;
1101;-14.42500915;16.43420027;06:00;STILL;priére ; cour;
1101;-14.42500915;16.43420027;08:00;WANDER;preparatif pour aller travailler ; maison Diery Diouga;
1101;-14.43241942;16.48498373;09:00;WANDER;aller au travail; cosmetique (343);
1101;-14.42500915;16.43420027;21:00;REST;repos ; maison;
1101;-14.42500915;16.43420027;22:00;WANDER;laver+ diner ; Maison Diery Diouga;
1101;-14.42500915;16.43420027;23:30;STILL;palabrer; cour Diéry Diouga;
1102;-14.43171199;16.48670308;00:00;REST;dormir ; TC; chambre
1102;-14.43171199;16.48670308;07:00;FEED;dejeuner; chambre maison 75;
1102;-14.43171199;16.48670308;07:00;STILL;priére ; chambre maison 75;
1102;-14.43234633;16.48486671;07:30;WANDER;aller travailler; atelier tailleur (344);
1102;-14.43099986;16.48719689;22:00;WANDER;visiter ses amis; village;
1103;-14.42890506;16.48704257;00:00;REST;dormir ; TC; chambre
1103;-14.43234633;16.48486671;07:00;FEED;petit dej; atelier (344);
1103;-14.43234633;16.48486671;07:00;STILL;priére ; atelier (344);
1103;-14.43234633;16.48486671;09:00;WANDER;aller au travail;;
1103;-14.42904989;16.4871223;14:00;REST;repos; maison 84;
1103;-14.42904989;16.4871223;14:30;FEED;déjeuner ; cour;
1103;-14.42904989;16.4871223;15:00;REST;repos; cour ;
1103;-14.4340578;16.48531049;17:00;WANDER;entrainment football; terrain;
1103;-14.42890506;16.48704257;19:00;FEED;bain;;
1103;-14.42762028;16.48793246;19:30;WANDER;rendre visite; vilage;
1103;-14.42904989;16.4871223;21:00;FEED;diner ; cour;
1103;-14.42904989;16.4871223;21:30;STILL;palabrer; cour (204);
1104;-14.42500915;16.43420027;00:00;REST;dormir ; TC; chambre
1104;-14.42500915;16.43420027;09:00;FEED;petit dejeuner; chambre;
1104;-14.42500915;16.43420027;09:00;STILL;priére ; chambre;
1104;-14.43234633;16.48486671;10:00;WANDER;atelier tailleur; atelier;
1104;-14.42500915;16.43420027;14:00;REST;repos; maison diery Diouga;
1104;-14.43234633;16.48486671;16:00;WANDER;atelier tailleur; atelier (344);
1104;-14.42500915;16.43420027;22:00;WANDER;faire le thé; maison Diery Diouga;
1105;-14.4314156;16.48600351;00:00;REST;dormir ; TC; chambre
1105;-14.43157251;16.48598551;08:00;WANDER;laver+ priére;;
1105;-14.4314545;16.48605495;09:00;FEED;petit dej; cour;
1105;-14.43234633;16.48486671;09:30;WANDER;aller au travail; atelier (344);
1105;-14.43157251;16.48598551;12:00;REST;repos; maison 17;
1105;-14.43234633;16.48486671;13:00;REST;repos; atelier (344);
1105;-14.43234633;16.48486671;14:00;FEED;dej; atelier (344);
1105;-14.4314156;16.48600351;15:00;REST;Dormir ; chambre;
1105;-14.43234633;16.48486671;17:00;WANDER;atelier tailleur; atelier (344);
1105;-14.4314545;16.48605495;21:00;REST;repos; maison 17;
1106;-14.43259175;16.48980609;07:00;STILL;priére ; maison 340;
1106;-14.43259175;16.48980609;07:00;FEED;priére+ petit dej; maison 340;
1106;-14.43239126;16.48493358;08:00;WANDER;aller à la boutique; cosmétique 346;
1106;-14.43259175;16.48980609;14:00;REST;repos; maison 340;
1106;-14.43239126;16.48493358;16:00;WANDER;aller à la boutique; cosmétique 346;
1106;-14.43259175;16.48980609;21:00;REST;repos; maison 340';
1106;-14.43264003;16.48965306;23:00;REST;dormir ; TC; chambre
1107;-14.42682031;16.48752224;02:00;REST;dormir ; TC; chambre
1107;-14.42682031;16.48752224;06:00;STILL;priére; chambre ;
1107;-14.42682031;16.48752224;06:30;REST;Dormir ; chambre;
1107;-14.42689541;16.48762768;08:00;FEED;petit dej; cour;
1107;-14.43233627;16.4848397;09:00;WANDER;aller au travail ; salon coiffure;
1107;-14.42689541;16.48762768;13:00;REST;repos; cour;
1107;-14.42689541;16.48762768;14:00;FEED;déjeuner ; cour;
1107;-14.42689541;16.48762768;15:00;STILL;palabrer; cour;
1107;-14.43233627;16.4848397;16:00;WANDER;retourner au travail; salon coiffure;
1107;-14.42689541;16.48762768;19:00;STILL;palabrer; cour;
1107;-14.42689541;16.48762768;22:00;FEED;diner; cour;
1108;-14.42686591;16.48749909;00:00;REST;dormir ; TC; chambre
1108;-14.42689541;16.48762768;05:00;STILL;priére; maison 204;
1108;-14.42689541;16.48762768;06:00;REST;Dormir ; cour;
1108;-14.42689541;16.48762768;08:00;FEED;petit dej; cour (204);
1108;-14.43233627;16.4848397;09:00;WANDER;aller travailler ; salon de coiffure (347);
1108;-14.42689541;16.48762768;13:00;REST;repos; cour;
1108;-14.42689541;16.48762768;14:00;STILL;palabrer; cour;
1108;-14.43233627;16.4848397;16:00;WANDER;aller travailler; salon coiffure (347);
1108;-14.42689541;16.48762768;21:00;STILL;palabrer; cour;
1109;-14.43256024;16.48478698;05:30;WANDER;priére+ préparatif; chambre;
1109;-14.42855089;16.48420707;07:50;WANDER;Aller à l'école française ; Collège;
1109;-14.43251062;16.48477283;14:30;FEED;déjeuner ; Veranda;
1109;-14.43256024;16.48478698;15:00;REST;Dormir; chambre;
1109;-14.43256024;16.48478698;17:00;STILL;priére+ wird; chambre;
1109;-14.43244758;16.4848307;17:30;WANDER;sport; maison;
1109;-14.43256024;16.48478698;20:00;STILL;regarder la télé; chambre;
1109;-14.43331394;16.48315378;21:00;WANDER;visiter collégue; village;
1109;-14.43256024;16.48478698;22:00;REST;dormir ; TC; chambre
1110;-14.43320061;16.48410927;00:00;REST;dormir ; TC; chambre
1110;-14.43328108;16.48410155;06:45;STILL;priére; maison 279;
1110;-14.43243417;16.48501717;07:00;WANDER;aller à la boutique; boutique (349);
1110;-14.43328108;16.48410155;22:00;REST;repos; maison;
1111;-14.42797835;16.48609996;00:00;REST;dormir ; TC; chambre
1111;-14.4255181;16.4877357;04:00;STILL;priére; mosquéee;
1111;-14.42797835;16.48609996;06:00;REST;dormir ; TC; chambre
1111;-14.43231683;16.4848127;08:00;WANDER;aller au travail; atelier (362);
1111;-14.42790929;16.48617969;21:00;STILL;regarder la télé; maison 205;
1112;-14.43231683;16.4848127;07:00;WANDER;aller travailler; atelier (362);
1112;-14.42790929;16.48617969;20:00;WANDER;donner à manger au bétail;Maison 205;
1112;-14.42790929;16.48617969;21:00;STILL;regarder la télé; maison 205;
1112;-14.42794214;16.48610446;22:00;REST;dormir ; TC; chambre
1113;-14.43231683;16.4848127;07:00;WANDER;aller travailler; atelier (362);
1113;-14.42790929;16.48617969;20:00;WANDER;donner à manger au bétail;205;
1113;-14.42790929;16.48617969;21:00;STILL;regarder la télé; maison 205;
1113;-14.42794013;16.4860363;22:00;REST;dormir ; TC; chambre
1114;-14.42790929;16.48617969;05:00;STILL;priére; maison 205;
1114;-14.42790929;16.48617969;05:30;STILL;regarder la télé; maison 205;
1114;-14.43231683;16.4848127;08:00;WANDER;aller au travail; atelier (362);
1114;-14.42790929;16.48617969;20:00;WANDER;donner à manger au bétail; maison 205;
1114;-14.42801121;16.48612825;21:00;STILL;regarder la télé;;
1114;-14.42798908;16.48605816;22:00;REST;dormir ; TC; chambre
1115;-14.42789655;16.48607681;00:00;REST;dormir ; TC; chambre
1115;-14.42480244;16.43474104;07:00;STILL;priére ; maison Diery Diouga;
1115;-14.42480244;16.43474104;07:00;FEED;priére+ petit dej; maison Diery Diouga;
1115;-14.42480244;16.43474104;08:00;WANDER;preparatif; maison Diery Diouga;
1115;-14.43229939;16.48478119;09:30;WANDER;aller au travail ; atelier (356);
1115;-14.42480244;16.43474104;20:00;WANDER;faire le thé; maison diery;
1116;-14.4279066;16.48605431;00:00;REST;dormir ; TC; chambre
1116;-14.4255181;16.4877357;04:00;STILL;priére; mosquéee;
1116;-14.4279066;16.48605431;06:00;REST;dormir ; TC; chambre
1116;-14.43229939;16.48478119;08:00;WANDER;aller au travail; atelier (362);
1116;-14.42790929;16.48617969;21:00;STILL;regarder la télé; maison 205;
1301;-14.43139415;16.48518177;00:00;REST;Dormir ; TC; chambre
1301;-14.43139415;16.48518177;00:00;REST;Dormir ; TC; chambre 224
1301;-14.43151887;16.4852615;07:00;WANDER;tache ménagére; cour;
1301;-14.43148266;16.48517213;11:00;REST;Repos ; veranda;
1301;-14.43148266;16.48517213;14:00;FEED;Thé; veranda;
1301;-14.43148266;16.48517213;16:00;REST;repos; veranda;
1301;-14.43157251;16.48523;20:00;WANDER;regarder la télé+ thé ; Cour;
1302;-14.43151887;16.4852615;08:00;WANDER;Priére + tâche ménagére; cour  ;
1302;-14.43144108;16.48522871;10:00;FEED;petit déjeuner; salon;
1302;-14.43269444;16.48614303;10:30;WANDER;aller au marché ; marché;
1302;-14.43141426;16.48521071;11:00;WANDER;magasin; magasin 322;
1302;-14.43170796;16.48519785;12:00;WANDER;preparer le dejeuner; cuisine (326);
1302;-14.43148266;16.48517213;14:00;FEED;repas; véranda;
1302;-14.43148266;16.48517213;14:30;WANDER;preparer le thé; veranda (327);
1302;-14.43145114;16.48514384;15:00;REST;Dormir; chambre (325);
1302;-14.43170796;16.48519785;17:00;WANDER;préparer le diner; cuisine;
1302;-14.43155307;16.48523128;21:00;FEED;diner  ; cour;
1302;-14.43155307;16.48523128;22:00;STILL;palabrer; cour ;
1303;-14.43151753;16.48448799;06:00;STILL;prier; mosquéee;
1303;-14.43148936;16.4851149;06:30;REST;Dormir; chambre (329);
1303;-14.42042434;16.49294837;09:00;WANDER;Aller au champ ; Champ;
1303;-14.43156312;16.485221;14:00;FEED;déjeuner ; cour;
1303;-14.43148266;16.48517213;14:30;WANDER;faire le thé; véranda;
1303;-14.43148936;16.4851149;16:00;REST;repos; chambre;
1303;-14.4340579;16.48512556;17:00;WANDER;aller au terrain; terrain ;
1303;-14.43128283;16.4858254;20:00;WANDER;Visiter ses amis; village;
1303;-14.43148936;16.4851149;23:00;REST;Dormir ; TC; chambre
1304;-14.43148266;16.48517213;00:00;REST;dormir; veranda;
1304;-14.43151216;16.48514641;07:00;STILL;priere; chambre;
1304;-14.43151216;16.48514641;07:30;REST;dormir; chambre;
1304;-14.43160939;16.48518435;09:00;WANDER;tache ménagére; cour;
1304;-14.43144108;16.48522871;10:00;FEED;petit déjeuner; salon;
1304;-14.43290854;16.48590839;11:00;WANDER;aller au marché ; marché;
1304;-14.43151216;16.48514641;11:20;REST;Dormir ; chambre;
1304;-14.43151216;16.48514641;11:20;STILL;regarder la télé; chambre;
1304;-14.43148266;16.48517213;14:00;FEED;déjeuner ; véranda;
1304;-14.43156312;16.485221;15:00;REST;Repos ; cour;
1304;-14.43095111;16.48896239;16:00;WANDER;Aller à l'école coranique ; Gallé Baba;
1304;-14.43170796;16.48519785;19:30;WANDER;préparer diner; cuisine;
1304;-14.43156312;16.485221;21:00;FEED;diner  ; cour;
1304;-14.43156312;16.485221;21:30;STILL;palabrer; cour;
1401;-14.43254347;16.48518499;05:00;STILL;priére ;  chambre (342);
1401;-14.43265076;16.48515798;06:00;REST;Dormir; cour;
1401;-14.43265076;16.48515798;06:00;REST;repos; cour;
1401;-14.4327728;16.48504096;08:00;WANDER;Aller travailler ;  atelier(340);
1401;-14.43265076;16.48515798;19:00;REST;Repos ; cour;
1401;-14.43254347;16.48518499;22:00;REST;Dormir; TC ; Chambre
1402;-14.43259041;16.48517599;00:00;REST;dormir; véranda (341);
1402;-14.4327728;16.48504096;08:00;WANDER;aller à l'atelier; atelier;
1402;-14.43057071;16.48631922;18:00;WANDER;visiter ses amis; village;
1403;-14.41209297;16.45823003;01:00;REST;Dormir ; TC; chambre
1403;-14.41209297;16.45823003;07:00;STILL;priére; maison (Touldé réboundé);
1403;-14.43253882;16.48524057;08:00;WANDER;aller au travail; boutique (363);
1403;-14.41209297;16.45823003;22:00;REST;repos; maison touldé réboundé;
1404;-14.4322789;16.48355701;08:00;FEED;petit dej; cour;
1404;-14.4322789;16.48355701;08:00;STILL;priére ; cour;
1404;-14.43260521;16.48533445;09:00;WANDER;aller au travail;;
1404;-14.4322789;16.48355701;09:30;REST;repos; cour;
1404;-14.43260521;16.48533445;11:00;STILL;regarder la télé; boutique (363);
1404;-14.4322789;16.48355701;15:00;REST;Dormir ; cour;
1404;-14.43260521;16.48533445;17:00;WANDER;retravail;;
1404;-14.43228468;16.48353407;22:00;STILL;palabrer; maison (289);
1404;-14.4323835;16.48350042;23:00;REST;Dormir ; TC; chambre
1405;-14.43234595;16.48348242;00:00;REST;Dormir ; TC; chambre
1405;-14.43228468;16.48353407;07:00;STILL;priére; maison 289;
1405;-14.43258911;16.48530808;08:00;WANDER;aller au travail; Boucherie (363);
1406;-14.38236687;16.50096137;00:00;REST;Dormir ; TC; chambre
1406;-14.38236687;16.50096137;04:00;WANDER;priére+ tache ménagére;  Cogga walo;
1406;-14.43265952;16.48543604;07:00;WANDER;atelier; atelier (364);
1406;-14.38236687;16.50096137;22:00;REST;repos; Cogga walo;
1407;-14.43265952;16.48543604;10:00;WANDER;atelier; atelier;
1407;-14.43588915;16.48262916;23:00;REST;maison; medina dodel;
1408;-14.43265952;16.48543604;10:00;WANDER;atelier; atelier;
1408;-14.43245324;16.48313584;23:00;REST;maison; medina dodel;
1409;-14.38236687;16.50096137;00:00;REST;Dormir ; TC; chambre
1409;-14.38236687;16.50096137;04:00;WANDER;priére+ tache ménagére;  Cogga walo;
1409;-14.43265952;16.48543604;07:00;WANDER;atelier; atelier (364);
1409;-14.38236687;16.50096137;22:00;REST;repos; Cogga walo;
1410;-14.43257637;16.48531258;08:00;WANDER;Aller travailler ; atelier 365;
1410;-14.4334993;16.48140232;19:00;WANDER;Repos ; Medina Dodel;
1411;-14.43227395;16.48543861;00:00;REST;Dormir ; TC; chambre
1411;-14.43220354;16.48558714;07:00;STILL;priére; maison 15;
1411;-14.43260118;16.48533445;07:30;WANDER;aller au travail; boutique;
1411;-14.43220354;16.48558714;23:00;REST;repos; maison 15;
1501;-14.43217527;16.4854297;09:00;WANDER;tache ménagére; salle de bain+ véranda;
1501;-14.43207603;16.48551329;10:00;WANDER;aider aux taches ménagéres; cour/cuisine;
1501;-14.43219539;16.48541298;12:00;STILL;réviser; chambre (351);
1501;-14.43221685;16.48559173;14:00;FEED;déjeuner ; Cour;
1501;-14.43221685;16.48559173;15:00;STILL;palabrer; cour;
1501;-14.43221685;16.48559173;17:00;REST;repos; cour (350);
1501;-14.43221685;16.48559173;18:00;WANDER;préparer diner; cour;
1501;-14.43221685;16.48559173;21:00;STILL;palabrer; cour;
1501;-14.43219539;16.48541298;23:00;REST;dormir ; TC; chambre
1502;-14.4320358;16.48567275;00:00;REST;dormir ; TC; chambre
1502;-14.43221685;16.48559173;09:00;WANDER;priére + tache ménagére; cour;
1502;-14.43209212;16.48567018;10:00;FEED;petit dej; veranda (353);
1502;-14.43205323;16.485494;10:30;WANDER;préparatif du dejeuner; cuisine;
1502;-14.43221685;16.48559173;11:00;WANDER;preparer le déjeuner; cour ;
1502;-14.43221685;16.48559173;14:00;FEED;déjeuner ; cour;
1502;-14.4320358;16.48567275;15:00;REST;Dormir; chambre;
1502;-14.43205323;16.485494;18:00;WANDER;laver+ préparatif diner; cuisine;
1502;-14.43221685;16.48559173;22:00;FEED;diner ; cour (350);
1502;-14.43221685;16.48559173;23:00;STILL;palabrer ; cour;
1503;-14.43183463;16.48115508;00:00;REST;dormir ; TC; chambre
1503;-14.43187755;16.48133512;08:00;WANDER;préparati; maison 100;
1503;-14.43214109;16.48577977;09:00;WANDER;aller à l'atelier; tailleur (354);
1503;-14.43187755;16.48133512;13:00;REST;repos; maison;
1503;-14.43187755;16.48133512;14:00;FEED;déjeuner ; Cour;
1503;-14.43187755;16.48133512;15:00;REST;Dormir; cour;
1503;-14.43214109;16.48577977;16:00;WANDER;aller à l'atelier; atelier (354);
1503;-14.43187755;16.48133512;21:00;WANDER;faire le thé; maison;
1504;-14.43211024;16.48569296;00:00;REST;dormir ; TC; chambre
1504;-14.43223094;16.48559008;08:00;FEED;petit dejeuner; cour;
1504;-14.43223094;16.48559008;08:00;STILL;priére ; cour;
1504;-14.43214109;16.48577977;09:00;WANDER;aller au travail; atelier;
1504;-14.43223094;16.48559008;13:00;REST;repos; cour;
1504;-14.43223094;16.48559008;14:00;FEED;dej; cour;
1504;-14.43214109;16.48577977;14:30;WANDER;retourner au travail; atelier;
1504;-14.43211024;16.48569296;15:00;REST;dormir ; TC; chambre
1504;-14.43214109;16.48577977;17:00;WANDER;retourner au travail; atelier;
1504;-14.43223094;16.48559008;20:00;FEED;diner ; cour;
1504;-14.43223094;16.48559008;21:00;STILL;palabrer; cour;
1505;-14.43214109;16.48577977;10:00;WANDER;aller à l'atelier; atelier (354);
1505;-14.45534822;16.49481066;19:00;STILL;Maison ; Thialaga;
1506;-14.42777511;16.48721591;00:00;REST;dormir ; TC; chambre
1506;-14.42789849;16.48729307;05:00;STILL;priére+ wird; cour/ maison 85;
1506;-14.42777511;16.48721591;06:00;REST;Dormir; chambre;
1506;-14.42776974;16.4873908;07:00;WANDER;tache ménagére; cour;
1506;-14.42776974;16.4873908;08:00;FEED;petit dejeuner; cour;
1506;-14.43243345;16.48564795;09:30;WANDER;travaille; boutique (355);
1506;-14.42776974;16.4873908;14:00;FEED;déjeuner ; Cour;
1506;-14.42776974;16.4873908;14:30;STILL;priére après le dejeuner ; cour;
1506;-14.42776974;16.4873908;15:00;WANDER;faire le thé; cour;
1506;-14.43243345;16.48564795;17:00;WANDER;retourner au travail; Boutique 355;
1506;-14.42776974;16.4873908;20:00;STILL;palabrer; cour;
1507;-14.45884434;16.4948805;00:00;REST;dormir ; TC; chambre
1507;-14.45933787;16.4947982;05:00;WANDER;priére+ préparatif; maison (thialga) ;
1507;-14.43229463;16.48542327;09:00;WANDER;aller travailler; boutique 357;
